protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
metaproteome,P01_A-F420201,GPM+22,positive,1877,101983,8281,59012,69742,34683,80016,21480,50432,43093,98269,21294,32927,42710,37028,62617,53853,54615,69852,10421,31214
metaproteome,P01_Z-F420210,GPM+22,positive,1537,87292,6566,51788,59374,29236,69823,18368,42546,36222,85107,18343,28213,38428,31915,55938,48541,47319,62065,9834,27390
metaproteome,P41_A-F420213,GPM+22,positive,3243,185449,18982,112595,128892,62169,149541,34097,97681,103049,156185,43747,76414,73125,59112,90866,100032,105099,131200,21572,67140
metaproteome,P41_C-F420218,GPM+22,positive,3197,172568,18519,108255,127157,62058,143397,32448,97597,103140,149681,43378,73895,68405,58813,85298,95829,98838,122941,21294,67419
metaproteome,P01_B-F420221,GPM+22,positive,1883,100863,8088,64520,68160,36771,87617,22073,55351,46606,96554,21791,36446,44273,35012,60058,58720,61674,75560,11306,32665
metaproteome,P41_B-F420223,GPM+22,positive,2607,143153,16008,88992,104768,50527,120640,28165,79000,79147,127421,36385,57533,59929,46127,69710,78492,83863,106909,17851,51707
metaproteome,P02_A-F420225,GPM+22,negative,68804,3461854,393161,2340517,2505381,1355599,3138379,597505,2142935,2394623,2718919,1039880,1844238,1393231,1163351,1522724,1955966,2295300,2687152,406918,1417630
metaproteome,P02_B-F420229,GPM+22,negative,65996,3398314,381609,2319011,2473488,1328589,3106098,596284,2098601,2327031,2666632,1024627,1805788,1379921,1152376,1511509,1894592,2267884,2648306,397623,1382690
metaproteome,P03_A-F420234,GPM+22,positive,35133,2021031,183278,1334783,1360467,765090,1820190,320982,1089437,1316062,1543073,521176,1074752,808540,667078,867252,1193940,1324331,1561922,267648,829523
metaproteome,P02_C-F420245,GPM+22,negative,72313,3629962,410737,2424709,2639263,1411606,3282260,642580,2217237,2462838,2844702,1082767,1869284,1466069,1209384,1614788,1994215,2371704,2823008,409632,1433552
metaproteome,P03_B-F420252,GPM+22,positive,36664,1944561,195239,1341230,1312381,776023,1757786,319078,1126011,1373094,1504633,533326,1155290,752054,648439,758812,1181894,1366725,1506118,269327,882580
metaproteome,P04_B-F420273,GPM+22,positive,64131,3250230,414924,2088012,2367727,1209785,2814395,526888,2005377,2330073,2409319,996488,1622591,1246015,1031489,1278256,1696548,2034720,2443501,320500,1212916
metaproteome,P03_C-F420277,GPM+22,positive,32673,1735554,172645,1206433,1170851,703033,1589654,282358,1010672,1226524,1360948,482035,1053022,676278,587681,687964,1075427,1243276,1347149,248794,808150
metaproteome,P29_A-F420291,GPM+22,positive,6856,348449,21683,215953,229632,119202,291943,59984,193256,190086,292316,82676,155641,139622,107025,167477,195533,220563,266554,35368,113324
metaproteome,P29_B-F420302,GPM+22,positive,4267,289960,17469,167959,172434,91888,231668,49898,126965,126167,238971,55759,107758,123522,89085,160027,154943,173083,205626,32795,82157
metaproteome,P29_C-F420311,GPM+22,positive,4689,229222,19188,139984,145432,84414,191954,41913,126641,123743,202059,55148,104579,98612,75087,119359,133603,144272,172641,27521,81085
metaproteome,P24_A-F420324,GPM+22,negative,56112,2931978,311672,1917247,2005716,1065026,2557124,467428,1664117,1943260,2216830,823311,1461289,1143026,960335,1240392,1639189,1900122,2235142,336701,1104156
metaproteome,P24_B-F420329,GPM+22,negative,54285,3081234,305990,2019340,2085765,1056636,2598633,514192,1705075,1887831,2361189,830957,1460921,1219677,1001803,1442464,1666539,1944505,2297995,355925,1099661
metaproteome,P04_A-F420336,GPM+22,positive,63905,3300611,412721,2117163,2354756,1231146,2875345,532249,2009960,2338294,2460817,985281,1668765,1272547,1052155,1305675,1776883,2070316,2485940,347361,1264483
metaproteome,P04_C-F420338,GPM+22,positive,63108,3217230,400772,2061329,2282215,1208631,2793991,521586,1950626,2280963,2410328,959820,1657277,1246178,1040683,1274887,1755388,2032188,2405758,345237,1264106
metaproteome,P24_C-F420341,GPM+22,negative,57036,2764711,323923,1864856,1964191,1036085,2442019,465905,1685630,1935890,2135686,828910,1440678,1075083,917595,1151753,1546873,1855121,2128623,315480,1082906
metaproteome,P05_A-F420346,GPM+22,positive,39243,1948235,192870,1360457,1370955,800565,1839109,321647,1191344,1423369,1587454,559286,1189559,777085,668128,815814,1262612,1410136,1553798,259687,909069
metaproteome,P05_B-F420351,GPM+22,positive,44408,2149005,223385,1493137,1576156,882849,2025542,377278,1356550,1577603,1774821,644713,1248762,885560,730300,938243,1334841,1527076,1738322,265388,962894
metaproteome,P05_C-F420356,GPM+22,positive,30723,1479920,143799,1028786,1048599,618417,1420774,248846,908225,1082026,1219005,426762,914392,586868,508305,625960,960481,1071977,1183048,196843,696974
metaproteome,P06_B-F420367,GPM+22,positive,55146,3199138,290669,2225126,2191104,1198242,2878877,474251,1883199,2201932,2468541,835507,1822198,1204177,1061940,1294607,2002475,2283533,2455657,390325,1368151
metaproteome,P06_C-F420372,GPM+22,positive,48889,2762895,248273,1880043,1870371,1013704,2446462,406323,1596840,1866314,2110718,711736,1522555,1023638,895445,1117931,1682211,1930437,2091962,328650,1131617
metaproteome,P06_Z-F420377,GPM+22,positive,50825,3042324,262403,2057855,2044503,1088338,2672565,454389,1714051,1990609,2297289,766218,1627150,1152967,971595,1253107,1832946,2097493,2287348,363018,1213558
metaproteome,P07_A-F420382,GPM+22,positive,25399,1440604,113961,1028312,980270,593092,1308939,209751,845053,1049561,1158596,359456,961801,549868,494678,546433,940920,1128699,1132709,216558,722057
metaproteome,P07_B-F420387,GPM+22,positive,30162,1669727,133496,1223600,1116476,723775,1620657,244336,1001674,1204643,1383482,442003,1181006,645521,606872,671367,1161234,1331767,1317211,267593,892667
