protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
metaproteome,P01_A-F420201,GPM+22,positive,32620,1541000,808680,1440585,1150027,1004998,2203563,577813,1066362,891171,1863311,397347,1352810,1401402,922394,1219298,1889770,1592005,1732642,614171,891096
metaproteome,P01_Z-F420210,GPM+22,positive,35190,1849814,1077511,1795037,1359857,1158583,2771171,726608,1262067,943319,2270934,443710,1652949,1730487,1113402,1556642,2513181,1989384,2129909,804720,1074581
metaproteome,P41_A-F420213,GPM+22,positive,44626,2650067,1725375,2297295,1832356,1585554,3898676,954636,1571302,1339453,2913517,574317,2130853,2416624,1550057,1868841,2991255,2476211,2955136,965617,1429918
metaproteome,P41_C-F420218,GPM+22,positive,41535,2626705,1744126,2251576,1823732,1521356,3868995,943454,1517763,1301848,2910570,544924,2033467,2376782,1560545,1834462,2955959,2377910,2913527,930114,1393649
metaproteome,P01_B-F420221,GPM+22,positive,39010,2068075,1295313,1976681,1493719,1236990,3141496,831576,1401334,1025360,2509286,471251,1789879,2168220,1260878,1710272,2906609,2804180,2414401,878251,1149568
metaproteome,P41_B-F420223,GPM+22,positive,54704,3165173,2104321,2844571,2161801,1935435,4834674,1166675,1931034,1570885,3490093,682328,2696074,2818611,1822373,2354239,3738038,2778608,3580979,1260294,1739261
metaproteome,P02_A-F420225,GPM+22,negative,78192,4009909,520309,2766607,3037371,1638051,3787662,757384,2531795,2792096,3345452,1186861,2150636,1710879,1498644,1907596,2570173,2803170,3228448,484768,1664619
metaproteome,P02_B-F420229,GPM+22,negative,73272,3867906,510298,2662937,2893499,1568545,3556217,706243,2400513,2633436,3169623,1147569,2059134,1670469,1379318,1788350,2309190,2673434,3117216,469363,1593416
metaproteome,P03_A-F420234,GPM+22,positive,55773,4820356,1703818,3492438,4145382,2074408,5154549,1192921,2863294,3465110,4895979,1062508,2645166,3441275,2595123,2702963,4063077,4182833,4648868,848325,2049539
metaproteome,P02_C-F420245,GPM+22,negative,80533,4136795,536648,2783661,3119130,1663131,3804839,772097,2522395,2802365,3375110,1219875,2141707,1747280,1464537,1929800,2494263,2788252,3306066,481743,1656760
metaproteome,P03_B-F420252,GPM+22,positive,56398,4531240,1711468,3248902,3662474,1998931,4897101,1126848,2591440,3143614,4429957,1011189,2604742,3188843,2248089,2409346,3831188,3867905,4333243,837909,2055499
