protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
ERR7672491,CZH+22,16650123,NA,10161143,19346831,2660303,13765861,15072014,9563049,16958206,5312806,16061374,13898045,22068119,5794931,10781050,9372649,8166778,11852863,15165728,14337972,17438645,2694077,9673185
ERR7672496,CZH+22,12714881,NA,4515116,16393185,1574531,7692355,8710821,5240098,12135252,3294306,6167384,4306095,17562657,2786602,3927322,7427568,6177761,10945409,8371358,6391000,10058018,2180661,3803839
ERR7672497,CZH+22,11730480,NA,3521501,8082387,779400,6248129,8058622,5174234,7459755,2353946,8333285,7647046,11052215,2633346,5055870,4014787,4672734,4628335,6968292,6534549,7911124,1035836,4230510
ERR7672501,CZH+22,5888059,NA,3728087,9429462,1117190,6604161,7739789,4899017,8336014,2609702,8104167,7048630,11312498,2827189,5200096,4600456,4380300,5424336,7488244,7080375,8761282,1236875,4499007
ERR7672502,CZH+22,6656655,NA,4516798,11128185,1464194,8122276,9320596,6128529,9889763,3075465,9754961,9063103,13571544,3373196,6753336,5441580,5314605,6704656,9060895,8600062,10216109,1529330,5935362
ERR7672506,CZH+22,42568349,NA,18898344,48196421,6558764,33217071,40168142,25542730,42625946,12669948,41259511,37560233,57312130,14351666,27057833,23313153,21646909,29028561,37587820,34173182,42255728,6277580,23709879
ERR7672511,CZH+22,21592691,NA,9576260,26252113,3240167,16782380,19516714,12942723,22118651,6484265,20250874,18284319,29470457,7021796,13864727,12215789,11265809,15078733,18857963,17516151,21684606,3299161,11562408
ERR7672513,CZH+22,44209279,NA,7324433,21553548,2540120,12340585,13713797,9275735,17110066,5366549,14998724,10961690,25718371,5281119,9541305,10335815,10418558,13126073,14484828,12336675,15842044,3083475,7519557
ERR7672515,CZH+22,11164920,NA,2220826,4486592,508074,4179806,4659693,3095159,4457105,1676331,5986065,5009699,6593981,1711047,4014812,2385559,2791652,2624256,4444119,4145541,4885240,558126,2778615
ERR7672519,CZH+22,51162933,NA,11638064,33482908,3673692,19789892,23682910,15637702,27111224,8145751,23529632,20971949,36854045,8307686,16271304,15265410,15069421,18209126,22419702,20893100,26860521,4228350,12306688
ERR7672520,CZH+22,22265888,NA,5708248,12073054,1600532,10520611,11126257,7796662,11217465,4243946,13646240,12537561,17289694,4131432,9773546,6600245,7371911,7490600,11913715,10910880,12381381,1749721,7197307
ERR7672526,CZH+22,40215883,NA,6257989,20108128,2308814,10264706,10653946,8024878,15141565,4689043,11819828,8045636,21907741,5024451,7626502,9191174,9027247,11977995,12235478,10603028,14104605,3023198,5855061
ERR7672532,CZH+22,7629941,NA,5510866,15267386,1572991,10038434,11579765,7023337,12870203,3757475,11273008,9732241,17084224,3976996,7090611,7189188,6418317,8798870,11191627,10470992,13207975,1913115,6411957
ERR7672536,CZH+22,34927404,NA,6430995,19230187,2044998,10906341,13122606,8765689,15273498,4503925,12592798,11449832,20140525,4578280,8809462,8684063,8093996,10600523,12325117,11640714,14881429,2327403,6813072
ERR7672539,CZH+22,36546342,NA,10163508,31103644,3827413,16799138,17692947,13127878,24172893,7816262,19434256,13743181,35158132,8349442,12754745,14566672,14269345,18767727,19780431,18231448,23596402,4836716,9690451
ERR7672540,CZH+22,10952956,NA,3362633,10321461,1267007,5566931,5816603,4289053,8009389,2586607,6467064,4502528,11630123,2767925,4255147,4807946,4721424,6327166,6483511,5971430,7732054,1568462,3208676
ERR7672545,CZH+22,8470015,NA,3233878,7509283,763558,5244394,7500469,4798970,6830593,2009611,7661017,7072427,10133072,2487409,4770814,3786197,4449271,4167852,6241673,6297972,7227167,981022,3845228
ERR7672546,CZH+22,23630942,NA,5065043,13962125,1353702,8547544,11006651,6725026,11640815,3240442,10662365,9160554,15682004,3738217,6648868,6596268,6508152,7564422,9904262,10133118,12176641,1767516,5412497
ERR7672548,CZH+22,42787153,NA,11300833,38872268,3986397,18967800,21101062,13672674,29082100,8260249,17739931,12682379,42178424,7710038,11482458,17704255,15872303,24970406,21218737,17331242,25359110,5273801,10127309
ERR7672551,CZH+22,5197221,NA,3574455,6168687,950843,4725181,5249292,3480714,5663321,1907073,5836093,5304209,7835767,2090252,4054845,3153934,3033626,3876842,5350557,5061696,5919246,909484,3792378
ERR7672553,CZH+22,5480140,NA,4116106,7121634,1143796,5426154,6153005,4092123,6504233,2158186,6717885,6193372,8978176,2412615,4672885,3621087,3454369,4568903,6089564,5737174,6727327,1018010,4390716
ERR7672559,CZH+22,12490793,NA,6996687,17245157,2389659,12206823,14444913,9393716,15362951,5045129,15014886,13750865,21745777,5204355,9703495,8739388,8558279,9829544,14484234,13054405,16075867,2452968,8168126
ERR7672564,CZH+22,20648527,NA,13113161,33533286,4648507,23408660,26414222,17389217,29388336,9105414,27979544,25296022,39262965,9900524,19407013,16276924,14945935,20400936,26464208,24964819,29504681,4651578,17138170
ERR7672583,CZH+22,21691828,NA,4098810,10701690,990196,7464044,9125643,5623531,9095413,2771328,8719302,7986389,12983778,2840349,5499073,5004234,5248286,5980474,8174735,7523684,9424452,1410480,4636340
ERR7672586,CZH+22,43351470,NA,21763283,57882767,6990547,38514803,46265866,28142800,50259635,14584160,46511131,41105366,66343094,15837486,30083999,27456003,24604299,32861854,43557508,40032793,50229841,7360140,24938010
ERR7672587,CZH+22,38646252,NA,19143685,53860097,5872849,33830574,40195598,25038505,44506569,12952038,38704735,34118927,59194638,13595947,25682207,24890210,22508812,30667346,38301368,35854062,44999031,6802088,21625486
ERR7672590,CZH+22,5740088,NA,3999150,10888231,1318863,6928933,8122029,5330701,9158765,2799225,8233115,7357551,12498971,2918811,5673732,5160577,4846502,6327430,7969682,7432838,9042489,1436663,4889230
ERR7672593,CZH+22,11077682,NA,4885296,11758206,1860636,8738472,9718554,6896451,10574018,3510231,10503880,10103756,14611093,3763021,7594053,5916705,5755120,7461919,9901519,9126704,10565473,1750282,6672656
ERR7672594,CZH+22,5387062,NA,3909421,9532753,1437943,7093145,7660400,5230785,8605004,2792593,8479718,7766290,11477496,3075025,6077139,4752370,4531261,5932961,7838953,7534260,8758191,1392401,5331798
ERR7672597,CZH+22,6165098,NA,4378868,10831759,1535720,7808005,8914497,5928539,9614322,2942334,9594505,9000877,12929561,3322986,6723493,5242650,4935602,6577959,8727480,8156898,9643307,1479857,5761758
ERR7672601,CZH+22,6381102,NA,4051723,9840294,1446314,7161526,8275638,5454834,8913178,2736428,8897419,8242238,12145992,3081247,6202456,4862560,4606353,6114703,8187904,7648956,8880839,1386421,5546780
ERR7672602,CZH+22,8900102,NA,4683238,11429258,1703688,8464867,9346386,6363703,10317616,3285928,10392957,9528658,13733387,3721442,7336266,5560446,5325370,7012562,9295026,8909006,10543286,1599890,6315386
ERR7672604,CZH+22,5432432,NA,3787823,9648929,1267104,6745320,7749837,5020047,8471422,2586592,8056493,7345620,11401641,2823626,5525402,4667105,4289765,5789590,7654031,7103733,8719209,1284566,4803160
ERR7672605,CZH+22,5716266,NA,4243424,10408204,1534313,7453159,8639000,5859612,9247739,2933610,9260008,8578031,12945199,3191549,6485714,5198145,4972171,6516782,8706441,7988784,9246224,1459813,5812124
ERR7672608,CZH+22,13532554,NA,7488492,18329109,2744726,13307030,15042996,10388399,16417458,5135055,16669629,15563129,22107319,5779659,11831391,8856592,8453223,11066543,14841673,14015486,16538813,2546566,10032389
ERR7672610,CZH+22,11720775,NA,6805038,16858647,2438745,12103579,13627604,9324378,14814210,4676094,14546108,13846523,20162859,5158361,10517660,8163940,8010837,10326394,13625855,12714614,14909612,2422103,8904607
ERR7672611,CZH+22,5275643,NA,4034790,9926642,1448795,7160241,8268750,5533098,8883564,2721940,8855972,8261385,12060747,3061145,6160648,4863099,4535014,6159146,8106134,7547615,8838413,1352593,5438995
ERR7672613,CZH+22,16816672,NA,9215830,23205405,3252397,16329817,18509776,12624129,20420819,6329784,20061512,18597342,27549781,7075282,14253351,11105702,10815470,13760875,18171937,17154396,20442500,3191617,11943783
ERR7672614,CZH+22,12712535,NA,6511848,15740687,2407783,11777107,13012517,8739461,14174185,4531272,14183796,13155502,19039684,5064555,10199317,7814306,7394947,9912401,13096239,12498885,14521461,2248287,8784482
ERR7672619,CZH+22,5472918,NA,3692757,9205787,1360904,6650764,7431952,4922891,8234194,2554428,7985132,7181723,10886881,2828246,5409209,4584076,4098681,5844481,7535063,6913516,8190794,1292641,4919689
ERR7672627,CZH+22,25092305,NA,12606132,32071913,4267052,22344909,26442257,16971748,28140352,8422055,27023978,24755397,38677586,9154063,18227653,15531430,14262442,19683364,25578105,23418235,27763462,4292603,16194001
ERR7672628,CZH+22,8985231,NA,6067939,15005402,2159340,10651251,12374537,8313928,13329883,4048009,13428157,12552641,17957007,4615346,9449197,7250314,6820376,9018521,12093252,11278834,13376361,2036444,8067230
ERR7672629,CZH+22,27950924,NA,17169907,42782664,6218340,30768070,35339124,23195092,38281427,11715183,37562182,34696747,51094569,13237952,25881244,20691459,19123683,26040725,34344726,32198545,38260550,5709962,22745784
ERR7672630,CZH+22,21517914,NA,11261303,27681028,4386793,20443770,22269084,15257977,24749357,8240750,24038371,22263795,32882366,9030662,17373111,13685985,12989670,17664094,22450950,21611729,24850579,3993840,15468921
ERR7672633,CZH+22,31592953,NA,14706084,36894929,5542978,26927436,29171322,19398277,32950894,10599010,31546923,28597522,43077145,11824586,22031910,17975009,16695842,22615277,29462092,28344791,33454130,5164276,19511549
ERR7672634,CZH+22,15364316,NA,10676573,26428877,3784054,19087278,21998338,14432684,23681371,7214942,23653638,21788291,31825774,8238233,16283005,12802948,11891441,15976594,21435778,20038312,23841477,3545567,14370334
ERR7672635,CZH+22,5562512,NA,4225591,10929402,1405755,7409302,8637262,5691823,9483088,2916519,9025690,8169048,13149879,3130933,6170347,5246688,5102302,6442209,8475532,7939905,9425504,1472532,5457774
ERR7672637,CZH+22,19693675,NA,10406201,25112892,3876595,18905328,20750904,14156711,22856176,7350655,22932244,21290471,30538832,8234942,16341461,12468438,11804158,15731627,20927815,19845669,23272551,3583474,14256364
ERR7672638,CZH+22,6555947,NA,4522777,11049820,1581507,7968977,9206945,6241903,9900909,3058970,10048708,9291106,13546039,3370122,7107635,5435018,5136959,6766963,9051332,8542742,9962064,1526155,6195139
ERR7672639,CZH+22,17137293,NA,9970787,23816051,3807999,17942615,19866983,13640232,21796516,7162952,22042150,20452118,29210621,7973133,15740527,11896089,11403899,15036674,19857229,19073633,22078990,3416594,13889566
ERR7672641,CZH+22,5951408,NA,4576288,11249939,1685466,8135988,9247215,6222589,9998369,3140530,9950134,9263276,13475902,3508636,6984340,5494886,5117988,7052219,9138422,8566175,10080035,1552774,6176203
ERR7672642,CZH+22,11268222,NA,7839483,20720459,2680741,13812316,15871541,10484408,17805811,5376060,16547367,14997065,23861241,5812138,11365408,9789457,9098454,12259674,15554853,14594468,17531142,2712755,9959738
ERR7672645,CZH+22,9619581,NA,7047831,18319693,2516664,12332061,14258083,9539799,15655944,4891110,14940895,13736820,21389735,5296790,10306186,8768100,8196246,11148907,14123461,12958820,15615917,2426572,8988839
ERR7672649,CZH+22,13272906,NA,5909328,13890135,2111664,10398615,11962383,8232414,12848390,3930121,13292887,12821599,17253228,4626165,9779530,6824968,6714400,8502684,11591495,10992955,12873482,2020471,8042989
ERR7672653,CZH+22,5197759,NA,3618905,9898621,1072344,6325210,7462304,4684618,8328652,2465892,7369984,6546173,11366412,2530165,4799407,4692076,4432270,5756702,7190834,6691745,8307952,1298245,4190009
ERR7672655,CZH+22,25468300,NA,14403578,36082772,5119142,26082880,29324705,19304816,32079897,9956139,30800376,28668694,42519571,11150746,21804078,17439592,16446174,21918183,28913798,27443288,32481800,5007459,18937234
ERR7672660,CZH+22,6399603,NA,4409266,11684073,1534266,7720094,8989027,5975277,10012492,3071110,9226265,8482052,13521003,3331093,6394478,5501907,5265347,6901875,8710196,8157667,9838435,1549962,5560852
ERR7672662,CZH+22,6851144,NA,4621445,11366502,1647893,8294801,9328074,6170801,10273384,3187858,9997805,9246080,13620670,3588628,7074115,5571873,5250759,6970718,9216551,8778989,10366206,1612590,6203194
ERR7672663,CZH+22,5681553,NA,4029925,9681586,1521722,7259202,7924402,5444452,8803137,2866999,8827898,8220840,11792244,3207553,6374096,4826520,4650559,6078731,8058584,7681942,8879544,1431866,5574660
ERR7672664,CZH+22,6050631,NA,4150626,10605979,1477639,7400551,8223651,5634394,9335987,2938114,8853463,8159268,12425594,3216169,6313915,5128200,4927423,6386606,8217115,7763710,9324433,1503003,5314513
ERR7672666,CZH+22,14260016,NA,8204179,21056391,3001157,14976006,16096289,10648862,18655477,5904463,17385374,15605734,23976893,6549853,12057257,10154057,9367743,12703648,16390050,15753368,18751067,2968960,10555780
ERR7672667,CZH+22,7865447,NA,5394735,13054844,2025897,9753808,10631094,7240214,11809962,3832672,11715028,10775014,15807331,4269986,8433413,6477358,6202476,8157187,10907142,10391265,12032286,1921278,7459447
ERR7672668,CZH+22,5924004,NA,4101548,10396884,1478505,7287243,8225365,5554479,9256669,2853162,8847590,8191431,12173978,3233681,6277341,4996372,4798490,6107870,8040156,7663667,9216697,1443626,5285597
ERR7672670,CZH+22,8177355,NA,5266982,12647065,1968679,9445959,10456312,7088414,11413156,3679070,11435221,10642155,15274196,4117575,8185851,6243795,5900167,7966196,10490228,9978591,11559252,1808643,7192249
ERR7672675,CZH+22,7858750,NA,5252261,13539677,1789169,9158299,10950955,7212677,11776840,3552994,11209007,10385959,16356569,3776863,7580005,6559388,6193599,8228864,10583777,9736752,11364682,1811727,6946121
ERR7672679,CZH+22,5169484,NA,3472672,8690121,1262236,6319700,6930169,4547139,7809506,2469238,7499962,6669397,10287536,2722388,5128972,4281781,3924960,5333155,7060633,6662844,7969688,1220600,4626447
