protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
refseq,29291,Methanococcoides burtonii,NA,2396,46723,8254,43533,50393,27533,48587,13230,58132,44239,61458,20636,31554,24752,16712,28191,46428,37041,50094,5919,23135
refseq,2322,Methanohalobium evestigatum,NA,2303,37831,7574,43347,49216,25793,44981,12235,56466,48496,56565,16765,39612,24040,18707,25580,46372,36811,46330,5734,26296
refseq,2176,Methanohalophilus mahii,NA,1968,41697,7632,36370,44788,22137,43193,11327,46800,35689,51165,17038,26044,22747,16135,26008,37780,31063,42068,4925,19952
refseq,101192,Methanomethylovorans hollandica,NA,2541,54617,9532,43803,53718,30081,53480,15193,62654,48503,69216,22617,33253,29140,22158,33943,50803,42422,54689,7077,26727
refseq,39669,Methanosalsum zhilinae,NA,1967,39469,7467,38236,44699,23275,42143,12207,54643,37444,52000,17549,27822,22944,16184,28700,41990,30722,41614,5250,21106
refseq,2224,Methanothrix thermoacetophila,NA,1713,42803,6834,30003,37594,16860,40983,9411,37537,20752,49041,15732,15014,22970,10857,38438,34567,23550,40365,5360,15925
refseq,2214,Methanosarcina acetivorans,NA,4398,92486,16250,70941,107222,57169,96246,21683,97569,86289,124924,32469,57917,52634,33164,59295,89318,70431,90930,13605,48251
refseq,2208,Methanosarcina barkeri,NA,12882,269513,49063,207111,304841,169728,277837,65285,305266,280083,372351,93751,190946,155475,103261,168345,277337,216266,268173,40133,143038
refseq,2209,Methanosarcina mazei,NA,16724,395847,68990,317176,472944,256956,410676,96897,446965,403049,546106,132701,281306,232609,150940,263548,410155,312222,388842,60348,221131
refseq,1175444,Methanocella conradii,NA,4738,118675,17763,74099,87882,49784,107851,22851,97047,81612,125743,43038,45575,58448,29589,75071,82964,63818,105014,12610,49648
refseq,1175445,Methanocella arvoryzae,NA,3071,76588,11283,49382,55071,32101,68627,15288,63232,49497,81276,25911,30046,39630,23528,47491,53529,49285,66977,8253,31493
refseq,570267,Methanocella paludicola,NA,2998,72710,10645,49053,52786,31683,67541,14614,59695,52032,77683,26590,30265,37788,19997,44345,51455,44156,65058,8048,30795
refseq,358766,Methanoregula boonei,NA,2480,68834,9806,38389,44047,28196,57807,14433,52213,34364,66743,17659,24099,35565,21180,39943,43114,44798,54422,7101,21720
refseq,475088,Methanosphaerula palustris,NA,2734,69799,10390,45595,50108,30391,66504,16672,57126,31633,77409,20713,27636,39128,27816,46361,49468,54827,63400,8504,24220
refseq,2198,Methanoculleus marisnigri,NA,2427,72198,9180,40620,50891,25788,60244,13812,43637,23700,67009,17083,19147,35077,16484,49386,35870,39225,59307,7139,21415
refseq,54120,Methanolacinia petrolearia,NA,2769,59399,11051,48845,61322,34738,64566,12660,68951,46852,71020,22225,33144,33702,17504,37195,56533,43252,57241,7716,29384
refseq,2201,Methanofollis liminatans,NA,2408,76073,10054,40500,50216,26289,63534,13934,46655,25735,67528,18062,19214,34668,17698,47152,38466,40292,58219,7281,21471
refseq,2315,Methanoplanus limicola,NA,2957,61794,11800,54884,69916,37380,67188,14536,76763,56881,77099,22737,40819,35445,18697,42636,64180,45746,58478,8102,33760
refseq,2203,Methanospirillum hungatei,NA,3260,70584,13727,58161,68093,39827,73799,22096,85665,50219,92346,26424,35921,46964,31957,52200,66932,58041,66067,10678,34474
refseq,83816,Methanobrevibacter ruminantium,NA,2164,45043,8712,52167,56652,32829,49195,10908,67627,54585,64298,16318,50019,22238,15882,23777,52587,39142,47065,5012,30862
refseq,2173,Methanobrevibacter smithii,NA,10460,236084,46805,259729,256230,172473,269973,58276,375093,310029,333400,81656,312037,119050,86340,105225,271220,234182,282990,26327,171204
