protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
Terrestrial,CP002408.1,GCF_000303155.1_ASM30315v1_genomic.fna.gz,NA,4134,66906,8343,42462,49824,30515,54185,15267,56914,52566,69346,21622,31177,30966,26138,42824,54004,41856,57816,7731,26035
Terrestrial,CP017922.1,GCA_001870125.1_ASM187012v1_genomic.fna.gz,NA,3478,38504,7670,44281,47156,34541,46440,13553,71837,56130,69751,17014,50827,27924,23608,28192,62553,42038,45976,6594,26636
Terrestrial,CP012850.1,GCA_000802205.2_ASM80220v2_genomic.fna.gz,NA,4036,41682,8078,48592,50030,37393,51645,15015,77869,61838,75846,18777,55209,30739,26027,31046,66830,45507,49943,7594,29840
Terrestrial,CP007536.1,GCA_000698785.1_ASM69878v1_genomic.fna.gz,NA,3163,67632,7069,39574,44791,27777,53725,13484,46013,46790,61646,19804,26278,29383,22942,38448,48485,37773,54967,7037,22874
Terrestrial,CP007174.1,GCA_000730285.1_ASM73028v1_genomic.fna.gz,NA,3800,75314,8007,45230,50120,31919,59619,15411,53286,54069,70110,22167,32387,33226,26895,42017,57068,44627,61427,8118,25770
Terrestrial,LN890280.1,GCA_900065925.1_NDEV.embl.gz_genomic.fna.gz,NA,2184,34129,5364,29954,31446,22739,35971,10536,46202,43280,47010,13677,26554,21093,18374,19800,41140,33082,38078,4930,17880
Terrestrial,FRFC01000000,GCA_900143675.1_Candidatus_Nitrosotalea_sinensis_Nd2_whole_genome_genomic.fna.gz,NA,1973,31066,4705,26616,27924,19993,32632,9455,41281,38390,41781,12479,23171,19157,16749,18506,36235,29278,33779,4396,15657
Terrestrial,LT841358.1,GCA_900177045.1_Candidatus_Nitrosotalea_koreensis_CS_whole_genome_genomic.fna.gz,NA,2532,36212,5923,31349,32955,24140,38300,11538,50219,45529,50361,15280,28535,22146,19648,22268,43783,34962,40004,5240,19041
Terrestrial,FUYK01000000,GCA_900167955.1_ASM90016795v1_genomic.fna.gz,NA,1904,29305,4498,25050,27310,19141,30824,8756,40572,36880,40561,12058,22326,18164,15640,17346,34754,27882,32066,3968,14581
Terrestrial,LT981265.1,GCA_900248165.1_Nitrosocaldus_cavascurensis_SCU2_chromosome_genomic.fna.gz,NA,1788,35019,4991,28032,30157,14494,31762,9111,37899,25986,42346,15439,18777,15454,9151,29639,32242,19721,35945,4063,18565
Terrestrial,CP024014.1,GCA_002906215.1_ASM290621v1_genomic.fna.gz,NA,1824,35761,5087,28689,31130,14942,32321,9299,38856,26823,43513,15652,19456,15825,9418,30384,32966,20343,36736,4178,19160
Terrestrial,CP011097.2,GCA_000955905.3_ASM95590v3_genomic.fna.gz,NA,1937,34039,4832,28335,30667,20556,33114,9428,42229,40501,43349,12096,22010,19300,17489,18485,35430,29821,32813,4285,15375
Terrestrial,CP024808.1,GCA_002787055.1_ASM278705v1_genomic.fna.gz,NA,2063,37073,5233,29189,32502,21834,34402,9806,43939,42861,45877,12492,22680,20405,18714,20296,36258,30438,35076,4620,16541
Terrestrial,AVSQ01000000,GCA_000685395.1_NKMY2_genomic.fna.gz,NA,2121,35520,5326,30499,32926,22293,34697,9866,45139,43842,46329,13190,24063,20324,17573,20887,38053,30218,36378,4646,16797
Terrestrial,CBTY010000000,GCF_000723185.1_APF_1883_PRJEB4650_genomic.fna.gz,NA,2008,35396,4948,27204,31407,20640,32638,9544,41795,38746,43564,12868,21012,19073,17004,21976,34590,28060,34702,4372,16034
Terrestrial,DADA01000000,GCA_002494895.1_ASM249489v1_genomic.fna.gz,NA,2029,38467,4713,26415,29413,18163,33634,8911,31735,28521,40880,11878,16858,18746,14184,25511,33638,24177,34444,4326,14147
Terrestrial,DADZ01000000,GCA_002495135.1_ASM249513v1_genomic.fna.gz,NA,1600,27638,3629,17519,20647,12718,23351,6493,23461,23149,29267,9265,12495,13061,10343,17796,22482,16716,24791,3007,10323
Terrestrial,DAOM01000000,GCA_002501855.1_ASM250185v1_genomic.fna.gz,NA,4130,43995,8605,34142,38719,28286,41661,14605,57593,46004,63604,16825,35292,25743,21777,33924,51693,38194,44562,6122,23631
Terrestrial,DACA01000000,GCA_002494485.1_ASM249448v1_genomic.fna.gz,NA,1406,19525,3643,18309,21678,13575,20765,6477,31050,26463,29689,9199,17623,11860,8659,14456,21878,18106,23535,2982,11757
Terrestrial,PAWD01000000,GCA_002713325.1_ASM271332v1_genomic.fna.gz,NA,1582,25929,4157,23508,27664,17301,27957,8048,37106,32233,37381,11273,21619,15259,11803,18490,27850,23448,29020,4273,14534
Terrestrial,QHBN01000000,GCA_003176995.1_ASM317699v1_genomic.fna.gz,NA,5792,59449,11339,44557,50240,37490,56241,19904,76647,60358,84267,22698,47961,35312,30312,44182,70296,53017,59287,8366,30994
Terrestrial,LDXL00000000.1,GCA_001443365.1_ASM144336v1_genomic.fna.gz,NA,1716,25016,4199,22762,28102,17318,26528,7084,36698,35954,35980,9656,19610,15507,12750,15230,28955,22130,26684,3514,12395
Basal,ASPK01000000,GCA_000405745.1_ASM40574v1_genomic.fna.gz,NA,343,6859,1056,3801,6434,3197,6097,1379,6199,6081,9467,1563,2546,3990,2055,5229,5047,4286,6847,969,3055
Basal,DAXX01000000,GCA_002506605.1_ASM250660v1_genomic.fna.gz,NA,963,17276,1635,11419,17977,11344,16823,3233,22374,21685,25152,5869,11171,9734,5577,9849,16722,10765,17761,2285,10929
Basal,DAJU01000000,GCA_002499005.1_ASM249900v1_genomic.fna.gz,NA,1330,31800,2260,15979,24427,14316,28958,4965,25123,20376,36487,9119,11718,15651,7842,20945,25029,15449,30082,3697,14687
Basal,DAEE01000000,GCA_002495205.1_ASM249520v1_genomic.fna.gz,NA,1018,23599,2031,11369,15002,9166,20985,3937,11531,11687,24164,5577,5757,11695,6455,16396,16754,12197,20913,2630,6880
Basal,DAHJ01000000,GCA_002495905.1_ASM249590v1_genomic.fna.gz,NA,952,14206,2285,15023,17259,11107,16698,4251,25960,19665,24468,5664,16064,9574,7295,9815,21360,13901,16049,2342,8348
Basal,DABY01000000,GCA_002494565.1_ASM249456v1_genomic.fna.gz,NA,692,10323,1697,10502,12015,7896,12047,3094,18869,14017,17427,4075,10833,6998,5188,7265,14911,10073,11484,1654,5921
Shallow,CP000866.1,GCA_000018465.1_ASM1846v1_genomic.fna.gz,NA,1998,30410,5036,30786,36909,22110,32377,8953,42423,42271,42638,12543,24595,19639,16209,17129,36110,28800,33443,4505,15505
Shallow,CM001158.1,GCA_000241145.2_ASM24114v2_genomic.fna.gz,NA,2456,28640,5792,28221,33436,23588,31266,9590,48720,45707,45563,12762,27265,18673,16369,17597,37342,28099,32401,4533,16286
Shallow,CP003842.1,GCA_000299365.1_ASM29936v1_genomic.fna.gz,NA,2124,29325,5208,29679,35193,21913,31667,8835,42693,42601,41768,12171,24415,18501,15938,17046,35683,27753,32243,4503,15167
Shallow,AEXL00000000.2,GCA_000242875.3_ASM24287v3_genomic.fna.gz,NA,2072,26326,5059,26740,31289,20573,28612,8494,40796,38710,39694,11544,22994,16796,14411,16234,33005,24455,28677,4227,14024
