protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
Terrestrial,CP002408.1,NA,NA,3565,65179,7929,41661,48589,29763,53151,14854,55549,51038,66764,22212,30398,30287,25463,41746,52516,40797,55988,7578,25387
Terrestrial,CP012850.1,NA,NA,3725,41988,8330,48846,50282,37949,51857,15157,78869,62289,76228,20346,55712,30755,26248,31370,67682,46161,50308,7576,30294
Terrestrial,CP007536.1,NA,NA,3123,68651,7213,40189,45311,28280,54621,13790,46896,47333,62601,21486,26853,30015,23288,39399,49558,38630,55554,7257,23390
Terrestrial,CP007174.1,NA,NA,3499,75368,8022,45214,50179,31815,59398,15511,53575,53724,69747,23441,32391,33275,26742,42070,57010,44778,61237,8087,26010
Terrestrial,LN890280.1,NA,NA,2103,34313,5384,30148,31657,22929,36201,10607,46722,43602,47259,14582,26934,21289,18488,20103,41648,33407,38292,4950,18058
Terrestrial,LT841358.1,NA,NA,2462,36091,5829,31341,33024,24279,38221,11576,50587,45645,50397,16317,28543,22043,19631,22542,43658,34728,39889,5262,19161
Terrestrial,LT981265.1,NA,NA,1766,35109,4889,28088,30298,14667,31864,9113,38214,26208,42474,15843,18961,15518,9195,29804,32379,19840,36012,4077,18632
Terrestrial,CP011097.2,NA,NA,1717,31227,4405,25611,28039,18733,30211,8645,38780,37299,39331,11729,19860,17549,15979,17250,32148,26869,29759,3849,14075
Terrestrial,CBTY010000000,NA,NA,1944,35183,4862,27042,31282,20476,32485,9488,41729,38601,43159,13563,20952,18922,16876,21985,34631,27970,34338,4375,15968
Terrestrial,PAWD01000000,NA,NA,1456,25508,3950,23082,26921,16885,27581,7794,35848,31280,36389,11242,21150,14901,11504,18015,27350,23055,28225,4194,14226
Terrestrial,QHBN01000000,NA,NA,4178,56613,9349,42739,48379,33776,54173,17999,70780,57510,75650,21913,44810,32790,28422,40768,63866,49391,55311,7926,28422
Basal,2609459637,NA,NA,956,16587,2456,14124,17563,11479,18723,4726,25672,20799,26223,6074,13048,10550,7394,12069,19605,14911,18469,2648,8198
Basal,2519899514,NA,NA,1411,27342,2926,16815,23981,15228,24908,5527,27605,23930,37496,8918,13823,14355,10237,19063,27442,16559,26509,3763,13532
Basal,2263082000,NA,NA,1685,28507,2610,19451,29812,18877,28272,5709,34949,35302,41850,10152,18206,16305,9042,18266,28617,18525,30824,4206,18361
Basal,2263082001,NA,NA,2168,35977,4158,22644,32013,20715,33443,7702,37351,32377,50076,12030,19423,19283,13688,25929,36975,22530,35314,5155,18757
Basal,2708742552,NA,NA,1841,30522,3434,18851,24412,14281,28088,6623,26419,22592,37769,8713,13557,16431,12033,21209,26383,23195,30234,4041,12053
Basal,2786546491,NA,NA,1002,15260,2615,14955,17639,13083,17833,4946,30294,23267,26924,6123,17749,10466,8332,10554,21712,15272,16584,2612,9266
Basal,2786546492,NA,NA,1020,15515,2635,15998,17959,12761,18613,4924,28913,22483,26862,6097,17689,10711,8006,10393,22424,15569,17346,2743,9412
Basal,2786546485,NA,NA,787,12006,1911,12480,14531,9495,13907,3596,22221,16773,20991,4829,13451,8059,6138,8476,18161,11520,13589,1805,6983
Basal,2721755844,NA,NA,1443,22330,4249,17067,28188,17644,24334,5551,32905,30596,37642,7804,16372,14736,8562,17258,24075,17716,28385,3669,15303
Basal,2718217684,NA,NA,1707,43492,3767,21768,28703,16993,38691,7215,21143,22038,43843,10259,11266,20920,11635,30427,31256,23364,38881,4881,13417
Basal,2558309099,NA,NA,1892,43003,4728,22929,30480,19973,39910,8071,26610,25603,49210,11772,15175,21642,13114,31151,36622,28270,41540,5641,15133
Shallow,2648501536,NA,NA,597,8102,1447,8190,9955,6251,9185,2500,13378,13039,12220,3537,7334,5156,4341,4836,10047,7978,8876,1215,4279
Shallow,2648501533,NA,NA,550,7732,1358,7454,9198,6006,8691,2378,13126,12238,11817,3512,7120,4765,4082,4236,9601,7273,8483,1189,4080
Shallow,2648501535,NA,NA,232,2736,599,3107,3794,2388,3096,1053,4913,4875,4583,1318,2963,1807,1620,1731,3555,2775,3097,521,1749
Shallow,2627854249,NA,NA,1348,17674,3220,17454,22186,13264,19147,5544,25951,26240,25600,7570,14857,11126,9661,10787,20960,16319,19386,2710,9398
Shallow,2636415618,NA,NA,1733,24837,4257,24602,30131,18123,26657,7352,34940,35212,34751,10412,19688,15692,13215,14531,29142,22599,27358,3829,12536
Shallow,2630968322,NA,NA,1437,18669,3450,18978,23738,14219,19970,5791,27752,28803,27599,7848,16020,11966,10572,11348,23023,17717,21099,2918,9923
Shallow,2651870209,NA,NA,1346,19554,3236,18551,23210,13496,21147,5612,27020,27569,27049,8485,15160,11632,9771,11472,22113,16934,21017,2671,9213
Shallow,2651870211,NA,NA,1194,16795,2765,16061,20236,11730,18059,4823,23338,24213,23291,7394,13174,10057,8461,10099,19152,14694,18159,2296,7865
Shallow,CP000866.1,NA,NA,1911,30368,4957,30729,36774,21977,32313,8889,42265,42010,42177,12995,24527,19560,16159,17139,36042,28774,33216,4481,15421
Shallow,CM001158.1,NA,NA,2634,31308,5809,31086,36058,24458,34635,9879,51936,48940,47276,14111,29271,20240,17415,18645,40083,30887,34563,4895,17227
Shallow,CP003842.1,NA,NA,1984,29146,5059,29540,34905,21675,31589,8715,42377,41999,41125,12540,24097,18375,15763,16872,35495,27606,31950,4428,15039
Shallow,AEXL00000000.2,NA,NA,2154,27511,5157,27813,32625,21015,29979,8702,42180,40295,40638,12524,23890,17416,14929,16811,33956,25326,29582,4373,14595
Shallow,CP003843.1,NA,NA,2044,29443,5247,29912,35103,22038,32109,8854,44705,43092,42486,13167,24642,18781,15835,17158,36199,28068,32246,4481,15535
Shallow,AFPU01000001.1,NA,NA,1945,27754,4940,27337,31691,20821,30490,8577,45014,41757,40612,12191,24612,17612,15170,16340,34329,26762,29767,4176,14830
