protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
mgm4461284.3,Guts,NA,NA,42470,253926,44062,184366,221652,130699,225032,59746,213180,202341,276405,82079,141929,113366,108005,145280,183904,177728,214685,30714,127791
mgm4461285.3,Guts,NA,NA,83850,545198,88710,362289,420831,233586,463258,115573,390915,357858,541982,160546,263232,233188,208734,308989,349081,354835,434221,62410,242490
mgm4461286.3,Guts,NA,NA,32750,206550,34267,140987,168143,100964,178765,45881,158059,148325,216535,62293,105457,93681,83145,119039,142854,139149,166671,24728,96522
mgm4461287.3,Guts,NA,NA,139621,911732,141552,597670,672162,378756,757691,194081,624400,550102,889066,265764,420243,393251,339222,515958,576497,585517,711052,105328,394812
mgm4461288.3,Guts,NA,NA,31611,196125,32584,140254,165730,96308,169000,43565,159996,151200,208173,60939,108706,85852,78758,110332,138674,134911,161806,22864,95687
mgm4461289.3,Guts,NA,NA,34773,220554,35845,150938,178408,103907,188327,48913,170471,157836,227727,66296,113664,96672,88497,127259,150013,149306,178548,26165,102928
mgm4461290.3,Guts,NA,NA,46859,300781,48587,198776,240982,141438,260636,66551,221781,209804,314901,89395,151233,136801,124303,175773,199506,196686,239061,36779,138265
mgm4461291.3,Guts,NA,NA,36368,225658,35957,152905,179474,108309,196725,49430,171011,156640,237190,65953,115812,102644,87892,133685,154206,148454,182729,27448,105217
mgm4461292.3,Guts,NA,NA,44693,280576,45750,194714,237568,139333,248699,63396,218759,207995,299425,87902,147668,127353,115691,165835,196193,190528,233050,34627,136259
mgm4461293.3,Guts,NA,NA,42867,266196,44610,185127,220878,125263,231011,60122,207388,198690,277076,83991,138386,116590,111562,148385,181173,179969,219513,31666,125801
mgm4461294.3,Guts,NA,NA,37952,241728,39145,166311,193164,109527,205729,53388,186491,170673,246865,72524,124696,104774,94374,139477,162695,160076,195525,27951,112541
mgm4461295.3,Guts,NA,NA,51552,334583,50248,229287,261609,148042,281549,73801,248354,229101,335154,100159,164800,144393,132966,187019,222854,221813,270704,38757,147400
mgm4461296.3,Guts,NA,NA,59870,367235,61119,254745,299536,168832,319333,83922,281779,273578,378331,115102,192032,159173,152706,201583,250306,249612,303575,43947,172010
mgm4461297.3,Guts,NA,NA,39897,231765,41169,170341,201776,122906,206271,53174,203733,193174,253456,72604,137219,104316,96165,131862,174528,166615,199652,26673,120083
mgm4461298.3,Guts,NA,NA,33700,204586,34501,146616,177198,101072,182826,47155,165695,159637,219313,66160,113390,91948,86852,117240,144865,143320,172175,25587,103482
mgm4461299.3,Guts,NA,NA,45579,271443,45369,191946,228994,139551,240028,62016,219827,204126,294575,82912,148487,123960,110926,161804,192799,186168,226839,33269,135734
mgm4461300.3,Guts,NA,NA,54213,333063,55720,241546,284499,162658,291147,75435,273994,265482,351821,104964,183364,144891,133835,185482,239244,229495,280395,38412,160820
mgm4461301.3,Guts,NA,NA,40151,234705,40327,175101,211462,126861,212012,56887,205853,200574,261363,78572,140667,105726,103117,134272,177759,167167,202333,29741,123511
mgm4461341.3,Guts,NA,NA,128455,633443,105471,440780,481443,305965,547280,142543,440038,409101,625814,175171,306164,291597,225926,375590,443734,421049,522631,86108,273376
mgm4461342.3,Guts,NA,NA,26082,158869,25896,109528,148291,77432,142676,36162,130486,127736,169613,53096,83371,69144,66483,89048,108899,105921,134559,18893,75537
mgm4461343.3,Guts,NA,NA,48325,327964,53214,209312,236659,141852,272323,66771,212579,203103,317792,87246,145620,138072,115738,185010,210964,201960,252387,37113,133944
mgm4461344.3,Guts,NA,NA,29004,168942,28338,112844,136412,79712,142283,35413,124028,120591,171663,48428,82687,71750,65947,95456,115584,108577,134333,19245,75579
mgm4461345.3,Guts,NA,NA,43050,509325,89065,332536,374989,202516,442907,109704,348965,285579,500167,147201,219831,219202,195557,276022,314651,333230,409197,60093,204895
